lemma	status	detail
reflexar	unresolved	sin equivalente ES seguro
reflexionar	already_paired	ya estaba en el corpus
reflorecer	unresolved	sin equivalente ES seguro
reflotar	already_paired	ya estaba en el corpus
refluír	unresolved	sin equivalente ES seguro
refocilar	unresolved	sin equivalente ES seguro
refogar	unresolved	sin equivalente ES seguro
refolear	unresolved	sin equivalente ES seguro
refolgar	unresolved	sin equivalente ES seguro
refollar	unresolved	sin equivalente ES seguro
reforestar	unresolved	sin equivalente ES seguro
reformar	already_paired	ya estaba en el corpus
reformular	already_paired	ya estaba en el corpus
refornar	unresolved	sin equivalente ES seguro
reforzar	already_paired	ya estaba en el corpus
refractar	unresolved	sin equivalente ES seguro
refrear	already_paired	ya estaba en el corpus
refregar	unresolved	sin equivalente ES seguro
refrescar	already_paired	ya estaba en el corpus
refriar	unresolved	sin equivalente ES seguro
refrixerar	unresolved	sin equivalente ES seguro
refucir	unresolved	sin equivalente ES seguro
refugar	already_paired	ya estaba en el corpus
refulxir	unresolved	sin equivalente ES seguro
refundir	already_paired	ya estaba en el corpus
refungar	unresolved	sin equivalente ES seguro
refusar	already_paired	ya estaba en el corpus
refutar	unresolved	sin equivalente ES seguro
refuxiar	already_paired	ya estaba en el corpus
regalar	already_paired	ya estaba en el corpus
regañar	added	apertium:regañar
regar	already_paired	ya estaba en el corpus
regatear	already_paired	ya estaba en el corpus
regresar	already_paired	ya estaba en el corpus
regulamentar	unresolved	sin equivalente ES seguro
regular	already_paired	ya estaba en el corpus
regularizar	already_paired	ya estaba en el corpus
regurxitar	unresolved	sin equivalente ES seguro
rehabilitar	already_paired	ya estaba en el corpus
reificar	unresolved	sin equivalente ES seguro
reimplantar	unresolved	sin equivalente ES seguro
reimpoñer	unresolved	sin equivalente ES seguro
reimpor	unresolved	sin equivalente ES seguro
reimportar	unresolved	sin equivalente ES seguro
reimprimir	unresolved	sin equivalente ES seguro
reinar	already_paired	ya estaba en el corpus
reincidir	unresolved	sin equivalente ES seguro
reincorporar	already_paired	ya estaba en el corpus
reingresar	unresolved	sin equivalente ES seguro
reiniciar	already_paired	ya estaba en el corpus
reinserir	unresolved	sin equivalente ES seguro
reinstalar	unresolved	sin equivalente ES seguro
reinstaurar	unresolved	sin equivalente ES seguro
reintegrar	unresolved	sin equivalente ES seguro
reintroducir	unresolved	sin equivalente ES seguro
reinvestir	added	apertium:reinvertir
reiterar	already_paired	ya estaba en el corpus
reivindicar	already_paired	ya estaba en el corpus
relacionar	already_paired	ya estaba en el corpus
relamber	unresolved	sin equivalente ES seguro
relampar	unresolved	sin equivalente ES seguro
relanzar	already_paired	ya estaba en el corpus
relar	unresolved	sin equivalente ES seguro
relatar	already_paired	ya estaba en el corpus
relativizar	unresolved	sin equivalente ES seguro
relaxar	already_paired	ya estaba en el corpus
relear	unresolved	sin equivalente ES seguro
relegar	already_paired	ya estaba en el corpus
releixar	unresolved	sin equivalente ES seguro
relembrar	unresolved	sin equivalente ES seguro
reler	already_paired	ya estaba en el corpus
relevar	already_paired	ya estaba en el corpus
relingar	unresolved	sin equivalente ES seguro
reloucar	unresolved	sin equivalente ES seguro
relousar	unresolved	sin equivalente ES seguro
relucir	already_paired	ya estaba en el corpus
relustrar	unresolved	sin equivalente ES seguro
remachar	already_paired	ya estaba en el corpus
remanecer	unresolved	sin equivalente ES seguro
remangar	unresolved	sin equivalente ES seguro
remansar	unresolved	sin equivalente ES seguro
remaquiar	unresolved	sin equivalente ES seguro
remar	already_paired	ya estaba en el corpus
remarcar	already_paired	ya estaba en el corpus
rematar	already_paired	ya estaba en el corpus
remedar	already_paired	ya estaba en el corpus
remediar	already_paired	ya estaba en el corpus
remelar	unresolved	sin equivalente ES seguro
rememorar	already_paired	ya estaba en el corpus
remendar	unresolved	sin equivalente ES seguro
remexer	already_paired	ya estaba en el corpus
remirar	unresolved	sin equivalente ES seguro
remitir	already_paired	ya estaba en el corpus
remocicar	already_paired	ya estaba en el corpus
remodelar	already_paired	ya estaba en el corpus
remoer	unresolved	sin equivalente ES seguro
remolcar	already_paired	ya estaba en el corpus
remollar	unresolved	sin equivalente ES seguro
remontar	already_paired	ya estaba en el corpus
remorder	unresolved	sin equivalente ES seguro
remoscar	unresolved	sin equivalente ES seguro
remover	already_paired	ya estaba en el corpus
remudar	unresolved	sin equivalente ES seguro
remunerar	already_paired	ya estaba en el corpus
renacer	already_paired	ya estaba en el corpus
rendar	unresolved	sin equivalente ES seguro
render	already_paired	ya estaba en el corpus
rendibilizar	added	apertium:rentabilizar
renegar	already_paired	ya estaba en el corpus
renomear	unresolved	sin equivalente ES seguro
renovar	already_paired	ya estaba en el corpus
renunciar	already_paired	ya estaba en el corpus
renxer	added	apertium:chirriar
reocupar	unresolved	sin equivalente ES seguro
reordenar	added	apertium:reordenar
reorganizar	already_paired	ya estaba en el corpus
reorientar	added	apertium:reorientar
repañar	unresolved	sin equivalente ES seguro
reparar	already_paired	ya estaba en el corpus
repartir	already_paired	ya estaba en el corpus
repasar	already_paired	ya estaba en el corpus
repatriar	already_paired	ya estaba en el corpus
repaxinar	unresolved	sin equivalente ES seguro
repeler	already_paired	ya estaba en el corpus
repenar	unresolved	sin equivalente ES seguro
repenicar	unresolved	sin equivalente ES seguro
repensar	already_paired	ya estaba en el corpus
repercutir	already_paired	ya estaba en el corpus
repetir	already_paired	ya estaba en el corpus
repicar	unresolved	sin equivalente ES seguro
repintar	unresolved	sin equivalente ES seguro
repisar	unresolved	sin equivalente ES seguro
replantar	unresolved	sin equivalente ES seguro
replicar	already_paired	ya estaba en el corpus
replumar	unresolved	sin equivalente ES seguro
repoboar	already_paired	ya estaba en el corpus
repochar	unresolved	sin equivalente ES seguro
repolar	unresolved	sin equivalente ES seguro
repolgar	unresolved	sin equivalente ES seguro
repoñer	already_paired	ya estaba en el corpus
repor	already_paired	ya estaba en el corpus
reportar	already_paired	ya estaba en el corpus
repotar	unresolved	sin equivalente ES seguro
repousar	already_paired	ya estaba en el corpus
repregar	unresolved	sin equivalente ES seguro
reprender	already_paired	ya estaba en el corpus
represar	unresolved	sin equivalente ES seguro
representar	already_paired	ya estaba en el corpus
repretar	unresolved	sin equivalente ES seguro
reprimir	already_paired	ya estaba en el corpus
reprobar	already_paired	ya estaba en el corpus
reprochar	already_paired	ya estaba en el corpus
reproducir	already_paired	ya estaba en el corpus
reptar	unresolved	sin equivalente ES seguro
repudiar	already_paired	ya estaba en el corpus
repugnar	already_paired	ya estaba en el corpus
reputar	unresolved	sin equivalente ES seguro
repuxar	unresolved	sin equivalente ES seguro
requecer	unresolved	sin equivalente ES seguro
requeimar	unresolved	sin equivalente ES seguro
requentar	unresolved	sin equivalente ES seguro
requichar	unresolved	sin equivalente ES seguro
requintar	unresolved	sin equivalente ES seguro
requirir	already_paired	ya estaba en el corpus
requisar	already_paired	ya estaba en el corpus
resacar	unresolved	sin equivalente ES seguro
resaltar	already_paired	ya estaba en el corpus
resarcir	already_paired	ya estaba en el corpus
rescaldar	unresolved	sin equivalente ES seguro
rescatar	already_paired	ya estaba en el corpus
rescindir	already_paired	ya estaba en el corpus
resecar	unresolved	sin equivalente ES seguro
resentir	added	apertium:resentir
reservar	already_paired	ya estaba en el corpus
resfriar	unresolved	sin equivalente ES seguro
resgar	unresolved	sin equivalente ES seguro
resgardar	already_paired	ya estaba en el corpus
residir	already_paired	ya estaba en el corpus
resignar	already_paired	ya estaba en el corpus
resinar	unresolved	sin equivalente ES seguro
resistir	already_paired	ya estaba en el corpus
resoar	already_paired	ya estaba en el corpus
resollar	unresolved	sin equivalente ES seguro
resolver	already_paired	ya estaba en el corpus
resorber	unresolved	sin equivalente ES seguro
respectar	already_paired	ya estaba en el corpus
respirar	already_paired	ya estaba en el corpus
resplandecer	unresolved	sin equivalente ES seguro
responder	already_paired	ya estaba en el corpus
responsabilizar	already_paired	ya estaba en el corpus
responsar	unresolved	sin equivalente ES seguro
restabelecer	already_paired	ya estaba en el corpus
restablecer	already_paired	ya estaba en el corpus
restar	already_paired	ya estaba en el corpus
restaurar	already_paired	ya estaba en el corpus
restelar	unresolved	sin equivalente ES seguro
restituír	already_paired	ya estaba en el corpus
restrebar	unresolved	sin equivalente ES seguro
restrelar	unresolved	sin equivalente ES seguro
restrinxir	already_paired	ya estaba en el corpus
resucitar	already_paired	ya estaba en el corpus
resultar	already_paired	ya estaba en el corpus
resumir	already_paired	ya estaba en el corpus
resurxir	unresolved	sin equivalente ES seguro
retacar	unresolved	sin equivalente ES seguro
retallar	unresolved	sin equivalente ES seguro
retar	already_paired	ya estaba en el corpus
retardar	already_paired	ya estaba en el corpus
retellar	unresolved	sin equivalente ES seguro
reter	already_paired	ya estaba en el corpus
retinguir	unresolved	sin equivalente ES seguro
retinxir	unresolved	sin equivalente ES seguro
retirar	already_paired	ya estaba en el corpus
retocar	already_paired	ya estaba en el corpus
retomar	already_paired	ya estaba en el corpus
retorcer	already_paired	ya estaba en el corpus
retornar	already_paired	ya estaba en el corpus
retornear	unresolved	sin equivalente ES seguro
retractar	already_paired	ya estaba en el corpus
retraducir	unresolved	sin equivalente ES seguro
retraer	unresolved	sin equivalente ES seguro
retranquear	unresolved	sin equivalente ES seguro
retransmitir	already_paired	ya estaba en el corpus
retrasar	unresolved	sin equivalente ES seguro
retratar	already_paired	ya estaba en el corpus
retremer	unresolved	sin equivalente ES seguro
retribuír	unresolved	sin equivalente ES seguro
retrincar	unresolved	sin equivalente ES seguro
retrizar	unresolved	sin equivalente ES seguro
retroceder	already_paired	ya estaba en el corpus
retrogradar	unresolved	sin equivalente ES seguro
retroproxectar	unresolved	sin equivalente ES seguro
retrotraer	unresolved	sin equivalente ES seguro
retrousar	unresolved	sin equivalente ES seguro
retrovender	unresolved	sin equivalente ES seguro
retrucar	unresolved	sin equivalente ES seguro
retumbar	already_paired	ya estaba en el corpus
reunificar	unresolved	sin equivalente ES seguro
reunir	already_paired	ya estaba en el corpus
reutilizar	added	apertium:reutilizar
revacinar	unresolved	sin equivalente ES seguro
revalidar	already_paired	ya estaba en el corpus
revalorizar	already_paired	ya estaba en el corpus
revelar	already_paired	ya estaba en el corpus
revellecer	unresolved	sin equivalente ES seguro
revender	unresolved	sin equivalente ES seguro
rever	unresolved	sin equivalente ES seguro
reverberar	unresolved	sin equivalente ES seguro
reverdecer	unresolved	sin equivalente ES seguro
reverenciar	unresolved	sin equivalente ES seguro
reverter	already_paired	ya estaba en el corpus
revesgar	unresolved	sin equivalente ES seguro
revestir	already_paired	ya estaba en el corpus
revirar	unresolved	sin equivalente ES seguro
reviritar	unresolved	sin equivalente ES seguro
revisar	already_paired	ya estaba en el corpus
revistar	unresolved	sin equivalente ES seguro
revitalizar	already_paired	ya estaba en el corpus
revivificar	unresolved	sin equivalente ES seguro
revivir	already_paired	ya estaba en el corpus
revocar	unresolved	sin equivalente ES seguro
revogar	already_paired	ya estaba en el corpus
revolucionar	already_paired	ya estaba en el corpus
revolver	already_paired	ya estaba en el corpus
rexeitar	already_paired	ya estaba en el corpus
rexenerar	already_paired	ya estaba en el corpus
rexentar	already_paired	ya estaba en el corpus
rexer	already_paired	ya estaba en el corpus
rexistrar	already_paired	ya estaba en el corpus
rexoubar	already_paired	ya estaba en el corpus
rexuntar	unresolved	sin equivalente ES seguro
rexurdir	already_paired	ya estaba en el corpus
rexuvenecer	already_paired	ya estaba en el corpus
rezar	already_paired	ya estaba en el corpus
rezumar	unresolved	sin equivalente ES seguro
ridiculizar	unresolved	sin equivalente ES seguro
rifar	already_paired	ya estaba en el corpus
rilar	unresolved	sin equivalente ES seguro
rillar	unresolved	sin equivalente ES seguro
rimar	unresolved	sin equivalente ES seguro
rinchar	unresolved	sin equivalente ES seguro
ripar	already_paired	ya estaba en el corpus
rir	already_paired	ya estaba en el corpus
riscar	unresolved	sin equivalente ES seguro
rivalizar	already_paired	ya estaba en el corpus
rizar	already_paired	ya estaba en el corpus
robotizar	unresolved	sin equivalente ES seguro
robustecer	unresolved	sin equivalente ES seguro
rodar	already_paired	ya estaba en el corpus
rodear	already_paired	ya estaba en el corpus
rodrigar	unresolved	sin equivalente ES seguro
roer	already_paired	ya estaba en el corpus
rogar	already_paired	ya estaba en el corpus
rolar	unresolved	sin equivalente ES seguro
roldar	already_paired	ya estaba en el corpus
rollar	unresolved	sin equivalente ES seguro
romancear	unresolved	sin equivalente ES seguro
romanizar	unresolved	sin equivalente ES seguro
romar	unresolved	sin equivalente ES seguro
romper	already_paired	ya estaba en el corpus
roñar	unresolved	sin equivalente ES seguro
roncar	unresolved	sin equivalente ES seguro
roncear	unresolved	sin equivalente ES seguro
roncexar	unresolved	sin equivalente ES seguro
rondar	unresolved	sin equivalente ES seguro
rosar	unresolved	sin equivalente ES seguro
roscar	unresolved	sin equivalente ES seguro
rosear	unresolved	sin equivalente ES seguro
rosmar	unresolved	sin equivalente ES seguro
rotar	already_paired	ya estaba en el corpus
rotular	unresolved	sin equivalente ES seguro
roubar	already_paired	ya estaba en el corpus
rouchar	unresolved	sin equivalente ES seguro
roufeñar	unresolved	sin equivalente ES seguro
roular	unresolved	sin equivalente ES seguro
rousar	unresolved	sin equivalente ES seguro
roxar	already_paired	ya estaba en el corpus
rozar	already_paired	ya estaba en el corpus
ruar	unresolved	sin equivalente ES seguro
rubir	already_paired	ya estaba en el corpus
ruborizar	already_paired	ya estaba en el corpus
rubricar	already_paired	ya estaba en el corpus
rular	unresolved	sin equivalente ES seguro
rumbar	unresolved	sin equivalente ES seguro
rumiar	unresolved	sin equivalente ES seguro
rumorear	already_paired	ya estaba en el corpus
rusificar	unresolved	sin equivalente ES seguro
rustrir	unresolved	sin equivalente ES seguro
rutilar	unresolved	sin equivalente ES seguro
ruxir	already_paired	ya estaba en el corpus
saber	already_paired	ya estaba en el corpus
saborear	already_paired	ya estaba en el corpus
sabotar	unresolved	sin equivalente ES seguro
sacar	already_paired	ya estaba en el corpus
sacarificar	unresolved	sin equivalente ES seguro
sachar	unresolved	sin equivalente ES seguro
saciar	already_paired	ya estaba en el corpus
sacralizar	already_paired	ya estaba en el corpus
sacramentar	unresolved	sin equivalente ES seguro
sacrificar	already_paired	ya estaba en el corpus
sacudir	already_paired	ya estaba en el corpus
sacumar	unresolved	sin equivalente ES seguro
saír	already_paired	ya estaba en el corpus
salabrear	unresolved	sin equivalente ES seguro
salaiar	unresolved	sin equivalente ES seguro
saldar	already_paired	ya estaba en el corpus
salgar	already_paired	ya estaba en el corpus
salientar	already_paired	ya estaba en el corpus
salificar	unresolved	sin equivalente ES seguro
salivar	unresolved	sin equivalente ES seguro
salmodiar	unresolved	sin equivalente ES seguro
saloucar	unresolved	sin equivalente ES seguro
salpedrar	unresolved	sin equivalente ES seguro
salpicar	already_paired	ya estaba en el corpus
salpresar	unresolved	sin equivalente ES seguro
saltar	already_paired	ya estaba en el corpus
saltaricar	unresolved	sin equivalente ES seguro
saltear	unresolved	sin equivalente ES seguro
salucar	unresolved	sin equivalente ES seguro
salvagardar	already_paired	ya estaba en el corpus
salvar	already_paired	ya estaba en el corpus
salve	unresolved	sin equivalente ES seguro
sancionar	already_paired	ya estaba en el corpus
sandar	already_paired	ya estaba en el corpus
sanear	already_paired	ya estaba en el corpus
sangrar	already_paired	ya estaba en el corpus
sansanicar	unresolved	sin equivalente ES seguro
santificar	unresolved	sin equivalente ES seguro
saponificar	unresolved	sin equivalente ES seguro
saquear	added	apertium:saquear
sarabiar	unresolved	sin equivalente ES seguro
saraibar	unresolved	sin equivalente ES seguro
satelizar	unresolved	sin equivalente ES seguro
satinar	unresolved	sin equivalente ES seguro
satirizar	unresolved	sin equivalente ES seguro
satisfacer	already_paired	ya estaba en el corpus
saturar	already_paired	ya estaba en el corpus
saudar	already_paired	ya estaba en el corpus
sazonar	unresolved	sin equivalente ES seguro
secar	already_paired	ya estaba en el corpus
seccionar	unresolved	sin equivalente ES seguro
secuestrar	already_paired	ya estaba en el corpus
secularizar	unresolved	sin equivalente ES seguro
secundar	already_paired	ya estaba en el corpus
sedar	unresolved	sin equivalente ES seguro
sedimentar	already_paired	ya estaba en el corpus
seducir	already_paired	ya estaba en el corpus
segar	already_paired	ya estaba en el corpus
segmentar	unresolved	sin equivalente ES seguro
segregar	unresolved	sin equivalente ES seguro
seguir	already_paired	ya estaba en el corpus
selar	already_paired	ya estaba en el corpus
seleccionar	already_paired	ya estaba en el corpus
semellar	already_paired	ya estaba en el corpus
sementar	already_paired	ya estaba en el corpus
sensibilizar	already_paired	ya estaba en el corpus
sentar	already_paired	ya estaba en el corpus
sentenciar	already_paired	ya estaba en el corpus
sentir	already_paired	ya estaba en el corpus
separar	already_paired	ya estaba en el corpus
septuplicar	unresolved	sin equivalente ES seguro
sepultar	already_paired	ya estaba en el corpus
ser	already_paired	ya estaba en el corpus
serenar	unresolved	sin equivalente ES seguro
seriar	already_paired	ya estaba en el corpus
sermonar	unresolved	sin equivalente ES seguro
serpear	unresolved	sin equivalente ES seguro
serrar	unresolved	sin equivalente ES seguro
servir	already_paired	ya estaba en el corpus
sesear	unresolved	sin equivalente ES seguro
sextuplicar	unresolved	sin equivalente ES seguro
significar	already_paired	ya estaba en el corpus
silabar	unresolved	sin equivalente ES seguro
silenciar	already_paired	ya estaba en el corpus
simbolizar	already_paired	ya estaba en el corpus
simpatizar	already_paired	ya estaba en el corpus
simplificar	already_paired	ya estaba en el corpus
simular	already_paired	ya estaba en el corpus
sinalar	already_paired	ya estaba en el corpus
sinalizar	already_paired	ya estaba en el corpus
sincopar	unresolved	sin equivalente ES seguro
sincronizar	already_paired	ya estaba en el corpus
sindicar	unresolved	sin equivalente ES seguro
singrar	unresolved	sin equivalente ES seguro
singularizar	unresolved	sin equivalente ES seguro
sintetizar	already_paired	ya estaba en el corpus
sintonizar	unresolved	sin equivalente ES seguro
sistematizar	unresolved	sin equivalente ES seguro
sitiar	already_paired	ya estaba en el corpus
situar	already_paired	ya estaba en el corpus
soar	already_paired	ya estaba en el corpus
sobar	unresolved	sin equivalente ES seguro
sobordar	already_paired	ya estaba en el corpus
sobornar	unresolved	sin equivalente ES seguro
sobrar	already_paired	ya estaba en el corpus
sobrasar	unresolved	sin equivalente ES seguro
sobrealimentar	unresolved	sin equivalente ES seguro
sobrecargar	unresolved	sin equivalente ES seguro
sobrecear	unresolved	sin equivalente ES seguro
sobredourar	unresolved	sin equivalente ES seguro
sobreelevar	unresolved	sin equivalente ES seguro
sobreentender	unresolved	sin equivalente ES seguro
sobreestimar	unresolved	sin equivalente ES seguro
sobreexcitar	unresolved	sin equivalente ES seguro
sobreexpoñer	unresolved	sin equivalente ES seguro
sobreexpor	unresolved	sin equivalente ES seguro
sobrenadar	unresolved	sin equivalente ES seguro
sobrenomear	unresolved	sin equivalente ES seguro
sobrepoñer	already_paired	ya estaba en el corpus
sobrepor	already_paired	ya estaba en el corpus
sobresaír	already_paired	ya estaba en el corpus
sobresaltar	already_paired	ya estaba en el corpus
sobresaturar	unresolved	sin equivalente ES seguro
sobrescribir	unresolved	sin equivalente ES seguro
sobreser	unresolved	sin equivalente ES seguro
sobrevalorar	unresolved	sin equivalente ES seguro
sobrevir	already_paired	ya estaba en el corpus
sobrevivir	already_paired	ya estaba en el corpus
sobrevoar	already_paired	ya estaba en el corpus
socalcar	unresolved	sin equivalente ES seguro
socavar	unresolved	sin equivalente ES seguro
socializar	unresolved	sin equivalente ES seguro
socorrer	already_paired	ya estaba en el corpus
socorro	unresolved	sin equivalente ES seguro
sodomizar	unresolved	sin equivalente ES seguro
soerguer	unresolved	sin equivalente ES seguro
soficar	unresolved	sin equivalente ES seguro
sofisticar	already_paired	ya estaba en el corpus
sofocar	unresolved	sin equivalente ES seguro
sofrer	unresolved	sin equivalente ES seguro
sofritir	unresolved	sin equivalente ES seguro
sofrixir	unresolved	sin equivalente ES seguro
solapar	unresolved	sin equivalente ES seguro
solar	unresolved	sin equivalente ES seguro
soldar	unresolved	sin equivalente ES seguro
solear	unresolved	sin equivalente ES seguro
soletrear	unresolved	sin equivalente ES seguro
solfexar	already_paired	ya estaba en el corpus
solicitar	already_paired	ya estaba en el corpus
solidarizar	already_paired	ya estaba en el corpus
solidificar	unresolved	sin equivalente ES seguro
sollar	unresolved	sin equivalente ES seguro
soltar	already_paired	ya estaba en el corpus
solubilizar	unresolved	sin equivalente ES seguro
solucionar	already_paired	ya estaba en el corpus
somar	unresolved	sin equivalente ES seguro
sombrear	unresolved	sin equivalente ES seguro
somerxer	already_paired	ya estaba en el corpus
someter	already_paired	ya estaba en el corpus
soñar	already_paired	ya estaba en el corpus
sondar	already_paired	ya estaba en el corpus
sonear	unresolved	sin equivalente ES seguro
sonorizar	unresolved	sin equivalente ES seguro
sopesar	already_paired	ya estaba en el corpus
sopexar	unresolved	sin equivalente ES seguro
soportar	already_paired	ya estaba en el corpus
soprar	already_paired	ya estaba en el corpus
sorber	already_paired	ya estaba en el corpus
sornear	unresolved	sin equivalente ES seguro
sorprender	already_paired	ya estaba en el corpus
sorrellar	unresolved	sin equivalente ES seguro
sorrir	already_paired	ya estaba en el corpus
sortear	already_paired	ya estaba en el corpus
sosegar	unresolved	sin equivalente ES seguro
sospeitar	already_paired	ya estaba en el corpus
soster	already_paired	ya estaba en el corpus
sotelar	unresolved	sin equivalente ES seguro
soterrar	already_paired	ya estaba en el corpus
soutar	unresolved	sin equivalente ES seguro
sovietizar	unresolved	sin equivalente ES seguro
suar	already_paired	ya estaba en el corpus
suavizar	already_paired	ya estaba en el corpus
subarrendar	unresolved	sin equivalente ES seguro
subastar	unresolved	sin equivalente ES seguro
subdividir	unresolved	sin equivalente ES seguro
subestimar	unresolved	sin equivalente ES seguro
subexpoñer	unresolved	sin equivalente ES seguro
subexpor	unresolved	sin equivalente ES seguro
subhastar	unresolved	sin equivalente ES seguro
subir	already_paired	ya estaba en el corpus
sublevar	already_paired	ya estaba en el corpus
sublimar	unresolved	sin equivalente ES seguro
subliñar	already_paired	ya estaba en el corpus
subministrar	already_paired	ya estaba en el corpus
subordinar	already_paired	ya estaba en el corpus
subornar	already_paired	ya estaba en el corpus
subrogar	unresolved	sin equivalente ES seguro
subscribir	already_paired	ya estaba en el corpus
subseguir	unresolved	sin equivalente ES seguro
subsidiar	unresolved	sin equivalente ES seguro
subsistir	already_paired	ya estaba en el corpus
subsolar	unresolved	sin equivalente ES seguro
substantivar	unresolved	sin equivalente ES seguro
substituír	already_paired	ya estaba en el corpus
substraer	unresolved	sin equivalente ES seguro
subsumir	unresolved	sin equivalente ES seguro
subtender	unresolved	sin equivalente ES seguro
subtitular	already_paired	ya estaba en el corpus
subtraer	already_paired	ya estaba en el corpus
subvencionar	already_paired	ya estaba en el corpus
subverter	unresolved	sin equivalente ES seguro
subxacer	added	apertium:subyacer
subxectivar	unresolved	sin equivalente ES seguro
subxugar	already_paired	ya estaba en el corpus
sucar	unresolved	sin equivalente ES seguro
succionar	already_paired	ya estaba en el corpus
suceder	already_paired	ya estaba en el corpus
sucumbir	already_paired	ya estaba en el corpus
sufixar	unresolved	sin equivalente ES seguro
sufocar	already_paired	ya estaba en el corpus
sufragar	already_paired	ya estaba en el corpus
sufrir	already_paired	ya estaba en el corpus
sufumigar	unresolved	sin equivalente ES seguro
suicidar	added	apertium:suicidar
sulfatar	unresolved	sin equivalente ES seguro
sulfitar	unresolved	sin equivalente ES seguro
sulfurar	unresolved	sin equivalente ES seguro
suliñar	unresolved	sin equivalente ES seguro
sumar	already_paired	ya estaba en el corpus
sumerxir	unresolved	sin equivalente ES seguro
suministrar	unresolved	sin equivalente ES seguro
sumir	already_paired	ya estaba en el corpus
supeditar	already_paired	ya estaba en el corpus
superar	already_paired	ya estaba en el corpus
superpoñer	unresolved	sin equivalente ES seguro
superpor	unresolved	sin equivalente ES seguro
supervisar	already_paired	ya estaba en el corpus
suplantar	unresolved	sin equivalente ES seguro
suplementar	unresolved	sin equivalente ES seguro
suplicar	already_paired	ya estaba en el corpus
suplir	already_paired	ya estaba en el corpus
supoñer	already_paired	ya estaba en el corpus
supor	already_paired	ya estaba en el corpus
suprimir	already_paired	ya estaba en el corpus
supurar	unresolved	sin equivalente ES seguro
suscitar	already_paired	ya estaba en el corpus
suspender	already_paired	ya estaba en el corpus
suspirar	already_paired	ya estaba en el corpus
sustentar	already_paired	ya estaba en el corpus
sutilizar	unresolved	sin equivalente ES seguro
suturar	already_paired	ya estaba en el corpus
suxeitar	already_paired	ya estaba en el corpus
suxerir	already_paired	ya estaba en el corpus
suxestionar	unresolved	sin equivalente ES seguro
tabicar	unresolved	sin equivalente ES seguro
tabular	unresolved	sin equivalente ES seguro
tachar	already_paired	ya estaba en el corpus
tachonar	unresolved	sin equivalente ES seguro
tallar	already_paired	ya estaba en el corpus
tambalear	unresolved	sin equivalente ES seguro
tamborilar	unresolved	sin equivalente ES seguro
tangonear	unresolved	sin equivalente ES seguro
tanguer	unresolved	sin equivalente ES seguro
tantear	unresolved	sin equivalente ES seguro
tanxer	already_paired	ya estaba en el corpus
tapar	already_paired	ya estaba en el corpus
tapiar	unresolved	sin equivalente ES seguro
tapizar	unresolved	sin equivalente ES seguro
taponar	already_paired	ya estaba en el corpus
tapuzar	unresolved	sin equivalente ES seguro
taquear	unresolved	sin equivalente ES seguro
taquigrafar	unresolved	sin equivalente ES seguro
tarabelear	unresolved	sin equivalente ES seguro
tardar	already_paired	ya estaba en el corpus
tarifar	unresolved	sin equivalente ES seguro
tarraxar	unresolved	sin equivalente ES seguro
tartamudear	unresolved	sin equivalente ES seguro
tartariñar	unresolved	sin equivalente ES seguro
tascanear	unresolved	sin equivalente ES seguro
tascar	unresolved	sin equivalente ES seguro
tatabexar	unresolved	sin equivalente ES seguro
tatexar	unresolved	sin equivalente ES seguro
tatuar	already_paired	ya estaba en el corpus
taxar	already_paired	ya estaba en el corpus
tecer	already_paired	ya estaba en el corpus
teclear	unresolved	sin equivalente ES seguro
teimar	already_paired	ya estaba en el corpus
teitar	unresolved	sin equivalente ES seguro
teledirixir	unresolved	sin equivalente ES seguro
telefonar	already_paired	ya estaba en el corpus
telegrafar	unresolved	sin equivalente ES seguro
teleguiar	unresolved	sin equivalente ES seguro
televisar	already_paired	ya estaba en el corpus
tellar	unresolved	sin equivalente ES seguro
temer	already_paired	ya estaba en el corpus
temperar	already_paired	ya estaba en el corpus
temporizar	unresolved	sin equivalente ES seguro
tender	already_paired	ya estaba en el corpus
tensar	already_paired	ya estaba en el corpus
tentar	already_paired	ya estaba en el corpus
tentear	already_paired	ya estaba en el corpus
teoloxizar	unresolved	sin equivalente ES seguro
teorizar	unresolved	sin equivalente ES seguro
ter	already_paired	ya estaba en el corpus
terciar	unresolved	sin equivalente ES seguro
termar	already_paired	ya estaba en el corpus
terminar	already_paired	ya estaba en el corpus
terrar	unresolved	sin equivalente ES seguro
terrexar	unresolved	sin equivalente ES seguro
terxiversar	unresolved	sin equivalente ES seguro
terzar	unresolved	sin equivalente ES seguro
testanear	unresolved	sin equivalente ES seguro
testar	unresolved	sin equivalente ES seguro
testemuñar	already_paired	ya estaba en el corpus
testificar	already_paired	ya estaba en el corpus
tetanizar	unresolved	sin equivalente ES seguro
texturar	unresolved	sin equivalente ES seguro
tillar	unresolved	sin equivalente ES seguro
timar	unresolved	sin equivalente ES seguro
timbrar	unresolved	sin equivalente ES seguro
tinguilear	unresolved	sin equivalente ES seguro
tinguir	already_paired	ya estaba en el corpus
tintín	unresolved	sin equivalente ES seguro
tintinar	unresolved	sin equivalente ES seguro
tinxir	already_paired	ya estaba en el corpus
tipificar	unresolved	sin equivalente ES seguro
tiranizar	unresolved	sin equivalente ES seguro
tirar	already_paired	ya estaba en el corpus
tirotear	already_paired	ya estaba en el corpus
tisnar	unresolved	sin equivalente ES seguro
titilar	unresolved	sin equivalente ES seguro
